x_r y_r z_r a_r b_r c_r x_c y_c z_c a_c b_c c_c
0.704349 -0.113743 1.40873 1.57187 -0.00285635 0.00566299 0.701165 -0.0716049 1.41053 1.56831 -0.00335605 -0.000424558
0.704356 -0.110114 1.40859 1.57181 -0.00235622 0.0058048 0.701186 -0.0681645 1.41052 1.56832 -0.00324892 -0.000444939
0.704359 -0.106455 1.4084 1.57171 -0.00182531 0.00596684 0.701205 -0.064749 1.41052 1.56833 -0.0031468 -0.000465248
0.704354 -0.102864 1.40823 1.57163 -0.00137723 0.00608866 0.701223 -0.0613589 1.41052 1.56833 -0.00304922 -0.000485439
0.704362 -0.0992312 1.40806 1.57168 -0.00095926 0.006273 0.701238 -0.0579943 1.41052 1.56833 -0.00295542 -0.000505512
0.704365 -0.0957064 1.40791 1.57176 -0.000508519 0.00648573 0.701252 -0.0546555 1.41051 1.56833 -0.00286537 -0.000525429
0.704359 -0.092173 1.40774 1.57174 4.12781e-06 0.00672098 0.701264 -0.0513429 1.41051 1.56833 -0.002779 -0.000545225
0.704359 -0.0886254 1.40761 1.57186 0.000443168 0.00683574 0.701274 -0.0480567 1.41051 1.56833 -0.00269606 -0.000564874
0.704345 -0.0851308 1.4075 1.57174 0.000820836 0.00687248 0.701283 -0.0447976 1.4105 1.56833 -0.00261741 -0.000584422
0.704339 -0.0816446 1.4074 1.57177 0.00118914 0.00695245 0.70129 -0.0415663 1.4105 1.56833 -0.00254319 -0.00060386
0.704334 -0.0781982 1.40727 1.57172 0.00161322 0.00714209 0.701295 -0.0383632 1.4105 1.56832 -0.00247363 -0.000623197
0.704321 -0.0747636 1.40713 1.57183 0.00212008 0.00734007 0.701299 -0.0351882 1.41049 1.56831 -0.00240793 -0.000642419
0.704293 -0.0713207 1.40698 1.57192 0.00261401 0.00745306 0.701302 -0.0320418 1.41049 1.56831 -0.00234609 -0.0006615
0.704257 -0.0678807 1.40685 1.57204 0.00301699 0.00746369 0.701303 -0.0289244 1.41049 1.5683 -0.00228855 -0.000680521
0.704218 -0.0645307 1.4067 1.5719 0.00337982 0.00757016 0.701303 -0.0258363 1.41049 1.56829 -0.00223452 -0.00069942
0.704182 -0.0611284 1.40657 1.57201 0.00372372 0.00763837 0.701301 -0.0227775 1.41049 1.56828 -0.00218272 -0.000718198
0.704142 -0.057816 1.40647 1.57202 0.00404903 0.00767122 0.701299 -0.0197479 1.41049 1.56827 -0.00213218 -0.000736813
0.704098 -0.0544658 1.40636 1.57221 0.00445112 0.00775671 0.701295 -0.0167471 1.4105 1.56826 -0.0020827 -0.000755284
0.704052 -0.051223 1.4063 1.57222 0.00474038 0.00775245 0.70129 -0.0137757 1.4105 1.56825 -0.00203547 -0.000773687
0.704002 -0.0480504 1.40622 1.57207 0.00501763 0.00781541 0.701284 -0.0108341 1.4105 1.56823 -0.00199079 -0.000792035
0.703963 -0.0448598 1.40615 1.57207 0.00524606 0.00788889 0.701277 -0.00792211 1.4105 1.56822 -0.00194743 -0.00081033
0.703914 -0.0416902 1.40607 1.57203 0.00547959 0.0078925 0.701269 -0.00503931 1.4105 1.56821 -0.0019038 -0.000828505
0.703864 -0.0385455 1.40599 1.5721 0.00573667 0.00790883 0.701261 -0.00218554 1.41051 1.5682 -0.00185922 -0.000846572
0.703813 -0.0354042 1.40588 1.5721 0.00614056 0.00798848 0.701251 0.000639096 1.41051 1.56818 -0.00181404 -0.000864577
0.703758 -0.0322729 1.40579 1.57223 0.00649203 0.00802521 0.701241 0.00343407 1.41051 1.56817 -0.00176983 -0.000882588
0.703712 -0.0291891 1.40573 1.5722 0.00675031 0.00803639 0.70123 0.00619884 1.41051 1.56816 -0.00172701 -0.000900633
0.703645 -0.0261577 1.40564 1.57218 0.00699918 0.00803642 0.701218 0.00893314 1.41052 1.56815 -0.00168459 -0.000918709
0.703601 -0.0231656 1.40556 1.57205 0.00721583 0.00808179 0.701205 0.0116368 1.41052 1.56813 -0.00164248 -0.000936799
0.703561 -0.0201396 1.40548 1.57217 0.00744353 0.00815537 0.701192 0.0143101 1.41052 1.56812 -0.00160056 -0.000954922
0.703514 -0.0172112 1.40537 1.57211 0.00779039 0.00824586 0.701178 0.016952 1.41052 1.5681 -0.00155954 -0.000973119
0.703466 -0.0142398 1.4053 1.5721 0.0081429 0.00827471 0.701164 0.0195618 1.41052 1.56809 -0.00152022 -0.000991433
0.703417 -0.0113475 1.40522 1.57213 0.00847731 0.00830507 0.701149 0.0221393 1.41052 1.56807 -0.00148197 -0.00100987
0.703361 -0.00850711 1.40514 1.57197 0.00872924 0.0083008 0.701134 0.0246848 1.41053 1.56806 -0.00144292 -0.00102834
0.703313 -0.00572448 1.40507 1.57188 0.00894129 0.0083253 0.701118 0.0271981 1.41053 1.56805 -0.00140347 -0.0010469
0.70326 -0.00290585 1.40499 1.57189 0.00913357 0.00836336 0.701102 0.029679 1.41053 1.56803 -0.00136337 -0.00106555
0.703211 -9.27375e-05 1.40495 1.57196 0.00932765 0.00831915 0.701085 0.0321269 1.41053 1.56802 -0.00132336 -0.00108434
0.70315 0.00270074 1.40491 1.57199 0.00958049 0.00825719 0.701068 0.0345413 1.41053 1.568 -0.001283 -0.00110326
0.703087 0.00542357 1.40484 1.57188 0.00988047 0.00822357 0.701051 0.0369224 1.41054 1.56799 -0.00124157 -0.00112232
0.703017 0.00816645 1.40478 1.57193 0.0101662 0.00812501 0.701034 0.0392705 1.41054 1.56797 -0.00119814 -0.00114148
0.702959 0.0107687 1.40473 1.57183 0.0103629 0.00809602 0.701016 0.0415862 1.41054 1.56796 -0.00115225 -0.0011608
0.7029 0.0133751 1.40468 1.57168 0.0105053 0.0080525 0.700998 0.0438692 1.41055 1.56795 -0.00110483 -0.00118028
0.702847 0.0159428 1.40463 1.57164 0.0106137 0.00802764 0.700979 0.0461195 1.41055 1.56793 -0.00105615 -0.00119995
0.702796 0.0184768 1.4046 1.57154 0.0107239 0.00800354 0.700961 0.0483373 1.41056 1.56792 -0.00100629 -0.00121985
0.702735 0.0209643 1.40455 1.57137 0.0108884 0.00797047 0.700942 0.0505226 1.41056 1.56791 -0.000955471 -0.00123997
0.702667 0.023464 1.40448 1.57132 0.0111138 0.00796472 0.700924 0.0526746 1.41057 1.56789 -0.000904419 -0.00126034
0.702599 0.0259468 1.40445 1.57137 0.011344 0.00787477 0.700905 0.054793 1.41057 1.56788 -0.000852954 -0.00128101
0.702531 0.0283733 1.40441 1.57128 0.011635 0.00779463 0.700886 0.0568771 1.41058 1.56787 -0.00080156 -0.00130195
0.702465 0.0307815 1.40436 1.57128 0.0118855 0.0077401 0.700867 0.058927 1.41058 1.56786 -0.000749159 -0.00132313
0.702402 0.0331653 1.4043 1.57122 0.0120799 0.00773476 0.700848 0.0609435 1.41059 1.56784 -0.000694039 -0.00134457
0.702354 0.0355226 1.40428 1.57119 0.0121801 0.00771857 0.700829 0.0629269 1.41059 1.56783 -0.000635509 -0.00136623
0.702311 0.037848 1.40427 1.57113 0.0122572 0.0076818 0.700809 0.0648767 1.4106 1.56782 -0.000574585 -0.00138816
0.702268 0.0401773 1.40428 1.57122 0.0123146 0.00759332 0.700789 0.0667927 1.4106 1.56781 -0.000510569 -0.00141037
0.702231 0.042442 1.40428 1.57122 0.0124171 0.00753731 0.70077 0.0686752 1.4106 1.5678 -0.000444216 -0.00143287
0.702186 0.0446869 1.40425 1.57118 0.0125899 0.0075086 0.70075 0.0705246 1.41061 1.56779 -0.000375837 -0.00145568
0.70213 0.0468867 1.40419 1.57122 0.012804 0.00748971 0.700731 0.0723415 1.41061 1.56778 -0.000305921 -0.00147883
0.702067 0.0490464 1.40414 1.57115 0.0130802 0.0074372 0.700712 0.0741268 1.41062 1.56778 -0.000231454 -0.00150225
0.701996 0.0512085 1.40408 1.57109 0.0133501 0.00739648 0.700692 0.0758807 1.41062 1.56777 -0.000151194 -0.00152596
0.701924 0.0532892 1.40405 1.57104 0.0135428 0.00732245 0.700672 0.0776035 1.41062 1.56777 -6.48352e-05 -0.00154995
0.701865 0.0553519 1.404 1.57109 0.0136996 0.00731765 0.700651 0.0792951 1.41063 1.56776 2.70048e-05 -0.00157427
0.70181 0.0573886 1.40396 1.5711 0.013773 0.00732798 0.70063 0.0809555 1.41063 1.56776 0.000123002 -0.00159894
0.701765 0.0593653 1.40395 1.57108 0.0137727 0.00729708 0.70061 0.0825849 1.41063 1.56776 0.000224983 -0.00162394
0.701716 0.0613183 1.40394 1.57108 0.0138272 0.00726442 0.700589 0.0841833 1.41063 1.56776 0.000333722 -0.00164928
0.70167 0.0632243 1.40395 1.57106 0.0138549 0.00720569 0.700568 0.0857504 1.41063 1.56776 0.000447689 -0.001675
0.701622 0.0651011 1.40394 1.57088 0.0139546 0.00715309 0.700546 0.0872851 1.41064 1.56777 0.000566888 -0.00170109
0.701575 0.0669702 1.40391 1.57081 0.014091 0.00712431 0.700522 0.0887872 1.41064 1.56777 0.000692933 -0.00172754
0.701532 0.0687609 1.4039 1.57069 0.0141932 0.00707485 0.700498 0.090256 1.41063 1.56778 0.000821203 -0.00175445
0.701485 0.0705606 1.40387 1.57066 0.0143693 0.00704283 0.700474 0.0916914 1.41063 1.56779 0.000950058 -0.0017818
0.701425 0.0723129 1.40387 1.57051 0.014484 0.00693323 0.70045 0.0930944 1.41063 1.56779 0.00108271 -0.00180956
0.70136 0.0740188 1.40387 1.57049 0.0145784 0.0067932 0.700427 0.0944651 1.41062 1.5678 0.00122 -0.00183773
0.701303 0.0757196 1.40386 1.57043 0.0146437 0.00676313 0.700403 0.0958036 1.41062 1.56781 0.00136068 -0.00186632
0.701258 0.0773406 1.40382 1.57032 0.0147354 0.00681397 0.700379 0.0971089 1.41062 1.56782 0.00150417 -0.00189536
0.701218 0.0789363 1.40378 1.57022 0.0147854 0.00689698 0.700353 0.0983811 1.41061 1.56783 0.00165212 -0.00192481
0.701175 0.0805181 1.40372 1.57017 0.0148963 0.00698699 0.700328 0.0996198 1.41061 1.56784 0.00180137 -0.00195473
0.701135 0.0820293 1.40368 1.57005 0.0149989 0.00704496 0.700302 0.100823 1.4106 1.56785 0.00194938 -0.00198515
0.701099 0.0835124 1.40364 1.56994 0.0151144 0.00710002 0.700276 0.101989 1.4106 1.56786 0.00209756 -0.00201604
0.701061 0.0849828 1.4036 1.5698 0.0152063 0.00713074 0.700249 0.103119 1.41059 1.56787 0.00224608 -0.00204738
0.701025 0.0863911 1.40356 1.5696 0.0153472 0.00713377 0.700222 0.104213 1.41059 1.56788 0.00239599 -0.00207916
0.700979 0.0878106 1.40356 1.56955 0.0154402 0.0070916 0.700196 0.105271 1.41058 1.5679 0.00254754 -0.00211136
0.700933 0.089157 1.40358 1.56938 0.0155067 0.00697441 0.70017 0.106293 1.41058 1.56791 0.0027013 -0.00214402
0.700881 0.0905164 1.40362 1.56929 0.0156182 0.00680187 0.700143 0.107281 1.41057 1.56792 0.00285759 -0.00217713
0.700837 0.0918302 1.40367 1.56914 0.0156911 0.0066267 0.700116 0.108236 1.41057 1.56793 0.00301384 -0.00221069
0.700813 0.093111 1.40372 1.5691 0.0157527 0.00649057 0.700091 0.109156 1.41057 1.56794 0.00316609 -0.00224474
0.700781 0.0944009 1.40378 1.56909 0.0157702 0.0063456 0.700066 0.110039 1.41057 1.56795 0.00330551 -0.0022794
0.700757 0.0956292 1.40388 1.5691 0.0157042 0.00617973 0.700044 0.110886 1.41056 1.56795 0.00342914 -0.00231466
0.700726 0.0968267 1.40394 1.56899 0.0156438 0.00608881 0.700022 0.111692 1.41056 1.56795 0.00353948 -0.00235046
0.700699 0.0979979 1.404 1.56902 0.015597 0.00604572 0.700002 0.112456 1.41055 1.56794 0.00363545 -0.00238681
0.700672 0.0991096 1.40402 1.56892 0.0156141 0.00602883 0.699983 0.113179 1.41054 1.56793 0.00371967 -0.00242367
0.700633 0.100222 1.40405 1.56892 0.0156277 0.00595889 0.699966 0.113861 1.41054 1.56791 0.00379359 -0.00246099
0.700597 0.101265 1.40412 1.56886 0.0155845 0.00581701 0.699952 0.114506 1.41053 1.5679 0.00385694 -0.00249879
0.700561 0.102281 1.40421 1.56878 0.0155072 0.00562495 0.699938 0.115114 1.41053 1.56788 0.00391308 -0.00253703
0.700518 0.103284 1.40435 1.5688 0.015354 0.00534343 0.699926 0.115688 1.41053 1.56786 0.00396403 -0.00257568
0.700481 0.104256 1.4045 1.5688 0.0152017 0.00501716 0.699915 0.116227 1.41053 1.56783 0.00400927 -0.00261476
0.700447 0.105191 1.40465 1.56873 0.0150557 0.00470193 0.699904 0.116731 1.41053 1.56781 0.0040494 -0.00265426
0.700412 0.106106 1.40477 1.56875 0.0149733 0.00443912 0.699893 0.1172 1.41054 1.56778 0.00408482 -0.0026942
0.700387 0.106954 1.40485 1.56867 0.01496 0.00427279 0.699883 0.117634 1.41055 1.56775 0.00410646 -0.00273461
0.700352 0.107802 1.40492 1.56866 0.0149799 0.00410888 0.699875 0.118032 1.41056 1.56772 0.00410933 -0.00277552
0.700323 0.10861 1.40499 1.56869 0.0149676 0.00397558 0.699869 0.118399 1.41058 1.56768 0.00409785 -0.00281691
0.700294 0.109377 1.40509 1.56867 0.0149014 0.00380759 0.699865 0.118737 1.41059 1.56763 0.0040786 -0.00285872
0.70027 0.110101 1.4052 1.56867 0.0147679 0.00361731 0.69986 0.119046 1.4106 1.56759 0.00405352 -0.00290095
0.700248 0.110803 1.40536 1.56857 0.0145282 0.00337121 0.699855 0.119325 1.41062 1.56754 0.00401968 -0.00294361
0.700233 0.11144 1.40551 1.56854 0.0142596 0.00315327 0.69985 0.119575 1.41063 1.56749 0.00397701 -0.0029867
0.700228 0.112026 1.40566 1.56848 0.013997 0.00296508 0.699845 0.119796 1.41065 1.56744 0.00392546 -0.00303023
0.700215 0.112581 1.40576 1.56846 0.0137666 0.00283408 0.699841 0.119989 1.41066 1.56738 0.00386418 -0.00307419
0.700207 0.113088 1.40584 1.5683 0.0136009 0.0027565 0.699837 0.120153 1.41068 1.56732 0.0037925 -0.0031186
0.700196 0.113549 1.40592 1.56809 0.0133903 0.00266137 0.699834 0.12029 1.41069 1.56726 0.00371006 -0.00316345
0.700181 0.113977 1.406 1.56795 0.0131832 0.00254118 0.699832 0.120401 1.41071 1.56719 0.00361697 -0.00320873
0.700165 0.114382 1.40611 1.56785 0.0129488 0.00238018 0.69983 0.120486 1.41073 1.56712 0.0035136 -0.00325443
0.700154 0.114747 1.40621 1.56774 0.0127116 0.00223424 0.69983 0.120546 1.41076 1.56705 0.00340054 -0.00330058
0.700149 0.115098 1.40631 1.56755 0.0124687 0.00211041 0.69983 0.120583 1.41078 1.56698 0.00327861 -0.00334716
0.700138 0.11544 1.40643 1.5673 0.0122205 0.00195774 0.699831 0.120599 1.41081 1.5669 0.00314882 -0.00339416
0.700128 0.115753 1.40655 1.56716 0.0119472 0.00178376 0.699833 0.120595 1.41084 1.56682 0.00301232 -0.00344159
0.700118 0.11605 1.40668 1.56715 0.0116817 0.00160572 0.699836 0.120574 1.41087 1.56674 0.00287041 -0.00348944
0.700103 0.116312 1.40681 1.56719 0.0114201 0.00140198 0.699839 0.120538 1.4109 1.56666 0.00272432 -0.00353772
0.700093 0.116555 1.40693 1.56716 0.0111524 0.00123302 0.699843 0.120489 1.41094 1.56657 0.00257535 -0.00358642
0.700089 0.116758 1.40705 1.56704 0.0109404 0.00107428 0.699847 0.120429 1.41097 1.56649 0.00242471 -0.00363558
0.700073 0.116968 1.40719 1.56692 0.0106475 0.0008627 0.699851 0.120361 1.41101 1.5664 0.00227357 -0.00368513
0.700072 0.117126 1.40731 1.56673 0.01039 0.000696433 0.699855 0.120286 1.41105 1.56632 0.00212298 -0.00373516
0.700071 0.117276 1.40744 1.56656 0.010131 0.000529795 0.699859 0.120206 1.41108 1.56623 0.0019739 -0.0037856
0.70007 0.117395 1.40757 1.56642 0.00986554 0.000369779 0.699863 0.120123 1.41112 1.56615 0.00182723 -0.0038365
0.700077 0.117499 1.40767 1.56632 0.00960726 0.000258119 0.699867 0.120038 1.41115 1.56607 0.00168367 -0.00388783
0.700079 0.117583 1.40776 1.56622 0.00938146 0.000164456 0.699871 0.119951 1.41119 1.56598 0.00154378 -0.00393961
0.700087 0.117666 1.40785 1.56609 0.00914607 7.41425e-05 0.699874 0.119864 1.41122 1.5659 0.00140799 -0.00399183
0.700091 0.117733 1.40793 1.56594 0.00892813 -1.80944e-05 0.699877 0.119778 1.41125 1.56582 0.00127657 -0.00404449
0.700094 0.117793 1.40802 1.56582 0.00868751 -0.000131879 0.69988 0.119692 1.41128 1.56574 0.00114961 -0.0040976
0.700096 0.117858 1.40811 1.56574 0.00844605 -0.000227883 0.699883 0.119608 1.41131 1.56567 0.00102712 -0.00415114
0.700097 0.117908 1.40818 1.56564 0.00823189 -0.000310856 0.699885 0.119525 1.41134 1.56559 0.000908939 -0.00420514
0.700097 0.117948 1.40827 1.56553 0.00799945 -0.000422372 0.699887 0.119443 1.41137 1.56551 0.000794896 -0.00425958
0.700096 0.117983 1.40836 1.56539 0.00772748 -0.000547793 0.699889 0.119363 1.4114 1.56544 0.000684736 -0.00431446
0.700099 0.117996 1.40843 1.56527 0.00749817 -0.000649973 0.69989 0.119283 1.41143 1.56536 0.000578146 -0.00436979
0.700102 0.118028 1.40851 1.56518 0.0072646 -0.000745046 0.699891 0.119205 1.41146 1.56529 0.00047487 -0.00442555
0.700106 0.118046 1.40857 1.56505 0.00706744 -0.000812776 0.699893 0.119128 1.41148 1.56522 0.000374643 -0.00448175
0.700107 0.118054 1.40864 1.56494 0.00686516 -0.000891591 0.699894 0.119053 1.41151 1.56514 0.00027721 -0.0045384
0.700109 0.118073 1.4087 1.56485 0.00667918 -0.000978868 0.699894 0.118978 1.41153 1.56507 0.000182377 -0.00459549
0.700107 0.118075 1.40877 1.56475 0.00648375 -0.00108068 0.699895 0.118904 1.41156 1.565 8.99742e-05 -0.00465302
0.700104 0.118082 1.40883 1.56468 0.0062961 -0.00116966 0.699896 0.118831 1.41159 1.56493 -1.18337e-07 -0.00471099
0.7001 0.118083 1.40889 1.56463 0.00612456 -0.00126737 0.699897 0.118759 1.41161 1.56486 -8.79708e-05 -0.0047694
0.700099 0.118088 1.40895 1.56456 0.00595311 -0.00136498 0.699897 0.118689 1.41164 1.56479 -0.000173645 -0.00482824
0.700092 0.118086 1.40901 1.56449 0.00579005 -0.00146746 0.699897 0.118619 1.41166 1.56472 -0.000257152 -0.00488751
0.70009 0.118066 1.40907 1.56441 0.00561685 -0.00156708 0.699898 0.118551 1.41169 1.56465 -0.000338497 -0.00494725
0.700086 0.118068 1.40913 1.56437 0.00545398 -0.00166915 0.699898 0.118485 1.41171 1.56458 -0.000417673 -0.00500741
0.70009 0.118039 1.40919 1.56427 0.00529966 -0.00173936 0.699898 0.11842 1.41174 1.56452 -0.00049464 -0.00506799
0.700089 0.118023 1.40925 1.56421 0.00515046 -0.00183485 0.699898 0.118356 1.41176 1.56445 -0.000569432 -0.00512904
0.700088 0.118007 1.40931 1.56416 0.00500133 -0.00193023 0.699898 0.118294 1.41179 1.56438 -0.000641987 -0.0051905
0.700087 0.118 1.40935 1.56411 0.00488116 -0.00201056 0.699897 0.118234 1.41181 1.56432 -0.000712354 -0.00525241
0.700083 0.117989 1.40943 1.56409 0.00468456 -0.0021499 0.699897 0.118175 1.41184 1.56425 -0.000780535 -0.00531475
0.700081 0.117988 1.4095 1.56406 0.00452621 -0.00225968 0.699896 0.118118 1.41186 1.56418 -0.000846588 -0.00537752
0.700081 0.117988 1.40957 1.56404 0.00437739 -0.00235465 0.699895 0.118063 1.41188 1.56412 -0.000910565 -0.00544072
0.700075 0.117988 1.40964 1.56401 0.00419937 -0.00246502 0.699894 0.118009 1.41191 1.56405 -0.000972535 -0.00550436
0.700072 0.117993 1.4097 1.56401 0.00405468 -0.00256819 0.699893 0.117957 1.41193 1.56399 -0.00103261 -0.00556843
0.700072 0.117976 1.40977 1.56398 0.00389383 -0.00266264 0.699892 0.117907 1.41195 1.56393 -0.00109085 -0.00563294
0.700069 0.117967 1.40982 1.56396 0.00375866 -0.00275103 0.699891 0.117858 1.41198 1.56386 -0.00114738 -0.00569788
0.700066 0.117957 1.40989 1.56393 0.0035988 -0.00286264 0.699889 0.11781 1.412 1.5638 -0.00120229 -0.00576324
0.700063 0.117945 1.40996 1.56391 0.00344806 -0.00295989 0.699888 0.117764 1.41202 1.56373 -0.00125569 -0.00582903
0.700058 0.117934 1.41003 1.56386 0.00327872 -0.00308619 0.699886 0.117718 1.41204 1.56367 -0.00130771 -0.00589526
0.700061 0.117906 1.41009 1.5638 0.00312729 -0.00316592 0.699885 0.117674 1.41206 1.56361 -0.00135842 -0.0059619
0.700055 0.117893 1.41015 1.56378 0.00296743 -0.00327752 0.699883 0.117631 1.41209 1.56355 -0.00140791 -0.00602899
0.700053 0.117879 1.41022 1.56377 0.0028215 -0.00338228 0.699881 0.117589 1.41211 1.56348 -0.00145626 -0.00609648
0.700053 0.11784 1.41029 1.5637 0.00265909 -0.00347855 0.699879 0.117548 1.41213 1.56342 -0.00150358 -0.00616441
0.700053 0.117804 1.41035 1.56364 0.0025027 -0.00358078 0.699877 0.117508 1.41215 1.56336 -0.00154989 -0.00623277
0.700053 0.117768 1.4104 1.56357 0.0023792 -0.00366501 0.699875 0.117469 1.41217 1.5633 -0.00159529 -0.00630156
0.700053 0.117726 1.41045 1.5635 0.00223651 -0.00376066 0.699872 0.11743 1.4122 1.56323 -0.00163978 -0.00637076
0.700056 0.117686 1.41051 1.56345 0.00210322 -0.00384168 0.69987 0.117392 1.41222 1.56317 -0.00168344 -0.00644038
0.700056 0.117642 1.41055 1.56337 0.00200289 -0.00390464 0.699868 0.117355 1.41224 1.56311 -0.00172631 -0.00651044
0.700057 0.117594 1.41061 1.56329 0.00184652 -0.00400681 0.699865 0.117319 1.41226 1.56305 -0.00176842 -0.0065809
0.700059 0.117555 1.41066 1.56322 0.00172763 -0.00409749 0.699863 0.117283 1.41228 1.56299 -0.00180978 -0.00665179
0.700058 0.117503 1.4107 1.56315 0.00161482 -0.00419533 0.69986 0.117248 1.4123 1.56293 -0.00185044 -0.00672309
0.700063 0.117457 1.41076 1.56307 0.00147127 -0.00427357 0.699858 0.117214 1.41232 1.56286 -0.00189045 -0.00679482
0.700064 0.117415 1.41082 1.56301 0.00133923 -0.00438278 0.699855 0.11718 1.41235 1.5628 -0.00192981 -0.00686697
0.700069 0.117363 1.41087 1.5629 0.00120572 -0.00446394 0.699852 0.117147 1.41237 1.56274 -0.00196856 -0.00693954
0.700065 0.117328 1.41092 1.56284 0.00107328 -0.00457353 0.699849 0.117115 1.41239 1.56268 -0.00200672 -0.00701252
0.700065 0.117278 1.41097 1.56277 0.000972864 -0.00466514 0.699846 0.117083 1.41241 1.56262 -0.00204433 -0.00708591
0.700072 0.117231 1.41101 1.56268 0.00085855 -0.00472798 0.699843 0.117051 1.41243 1.56255 -0.00208143 -0.00715972
0.700069 0.11719 1.41106 1.56261 0.000754293 -0.00482931 0.69984 0.11702 1.41245 1.56249 -0.00211803 -0.00723395
0.700067 0.117149 1.41109 1.56252 0.00065393 -0.00490341 0.699837 0.11699 1.41248 1.56243 -0.00215417 -0.00730857
0.700065 0.117097 1.41114 1.56244 0.000543895 -0.0050098 0.699834 0.116959 1.4125 1.56237 -0.00218989 -0.00738363
0.700061 0.117058 1.41119 1.56238 0.00043399 -0.00511614 0.699831 0.11693 1.41252 1.56231 -0.00222523 -0.00745908
0.700058 0.117028 1.41125 1.56233 0.000334459 -0.00522498 0.699828 0.116901 1.41254 1.56225 -0.00226018 -0.00753494
0.700055 0.116992 1.4113 1.56225 0.000215281 -0.00534564 0.699824 0.116872 1.41256 1.56218 -0.00229482 -0.00761122
0.700047 0.116977 1.41137 1.56225 7.83726e-05 -0.00546587 0.699821 0.116843 1.41258 1.56212 -0.00232914 -0.0076879
0.700041 0.116946 1.41144 1.5622 -5.4987e-05 -0.00561224 0.699818 0.116815 1.41261 1.56206 -0.00236319 -0.00776499
0.700033 0.116921 1.41151 1.56214 -0.000183398 -0.00574726 0.699814 0.116787 1.41263 1.562 -0.00239699 -0.00784248
0.700025 0.116892 1.41158 1.56209 -0.000341665 -0.00588135 0.699811 0.116759 1.41265 1.56194 -0.00243055 -0.00792039
0.700017 0.116867 1.41164 1.56207 -0.000469954 -0.00601646 0.699807 0.116731 1.41267 1.56187 -0.00246392 -0.00799868
0.700004 0.116847 1.4117 1.56202 -0.000597341 -0.00616859 0.699804 0.116704 1.41269 1.56181 -0.00249709 -0.00807739
0.699997 0.116832 1.41177 1.56201 -0.000715013 -0.00630614 0.6998 0.116677 1.41272 1.56175 -0.0025301 -0.0081565
0.699988 0.116818 1.41185 1.56199 -0.000851558 -0.00647281 0.699796 0.11665 1.41274 1.56169 -0.00256296 -0.00823598
0.699977 0.116805 1.41193 1.56195 -0.000963997 -0.00663409 0.699793 0.116624 1.41276 1.56162 -0.00259569 -0.0083159
0.699969 0.116791 1.41201 1.56193 -0.00110054 -0.00680076 0.699789 0.116597 1.41278 1.56156 -0.00262828 -0.00839621
0.699954 0.116791 1.41207 1.56192 -0.00120711 -0.00696829 0.699785 0.116571 1.41281 1.5615 -0.0026608 -0.00847691
0.699946 0.116777 1.41215 1.56188 -0.0013437 -0.00713478 0.699781 0.116545 1.41283 1.56143 -0.00269319 -0.008558
0.699936 0.116766 1.41223 1.56186 -0.00146543 -0.00731077 0.699778 0.116519 1.41285 1.56137 -0.00272552 -0.00863949
0.699924 0.116759 1.41231 1.56184 -0.00157724 -0.00748964 0.699774 0.116493 1.41287 1.56131 -0.00275778 -0.00872137
0.699921 0.116752 1.41237 1.56181 -0.00166522 -0.00762818 0.69977 0.116467 1.4129 1.56124 -0.00278998 -0.00880364
0.699915 0.116734 1.41245 1.56178 -0.00178921 -0.00775986 0.699766 0.116441 1.41292 1.56118 -0.00282214 -0.00888631
0.699907 0.116716 1.41249 1.56174 -0.00186492 -0.00786372 0.699762 0.116415 1.41294 1.56112 -0.00285426 -0.00896937
0.699897 0.116705 1.41254 1.5617 -0.00194578 -0.0079901 0.699758 0.11639 1.41297 1.56105 -0.00288635 -0.0090528
0.699883 0.116682 1.41259 1.56165 -0.00202246 -0.00811333 0.699754 0.116365 1.41299 1.56099 -0.00291844 -0.00913665
0.699877 0.116656 1.41263 1.5616 -0.00208498 -0.00821108 0.69975 0.116339 1.41301 1.56093 -0.0029505 -0.00922086
0.699862 0.116654 1.41267 1.56159 -0.00216002 -0.00833249 0.699745 0.116314 1.41304 1.56086 -0.00298257 -0.00930546
0.699857 0.116627 1.4127 1.56152 -0.00220389 -0.00840102 0.699741 0.116289 1.41306 1.5608 -0.00301465 -0.00939045
0.699848 0.116606 1.41274 1.56148 -0.00225604 -0.00850141 0.699737 0.116263 1.41308 1.56073 -0.00304678 -0.00947582
0.699837 0.116599 1.41276 1.56146 -0.00227502 -0.00858232 0.699733 0.116238 1.41311 1.56067 -0.00307891 -0.00956156
0.699827 0.11657 1.4128 1.56139 -0.00233758 -0.00867993 0.699728 0.116213 1.41313 1.5606 -0.00311109 -0.0096477
0.69982 0.116566 1.41281 1.56136 -0.00233221 -0.00873807 0.699724 0.116188 1.41315 1.56054 -0.00314331 -0.00973421
0.699814 0.116537 1.41284 1.56131 -0.0023749 -0.00883502 0.69972 0.116163 1.41318 1.56047 -0.00317559 -0.0098211
0.699806 0.116524 1.41286 1.56125 -0.00240447 -0.00891335 0.699715 0.116138 1.4132 1.56041 -0.00320794 -0.00990836
0.699801 0.116507 1.41287 1.56118 -0.00238869 -0.00898391 0.699711 0.116113 1.41323 1.56034 -0.00324034 -0.009996
