x_r y_r z_r a_r b_r c_r x_c y_c z_c a_c b_c c_c
0.704417 -0.101328 1.40774 1.57291 0.00341345 0.0062857 0.701363 -0.0610173 1.41021 1.57106 3.29704e-05 -0.000128945
0.704397 -0.0978507 1.40757 1.57295 0.00376999 0.00659085 0.701353 -0.0575419 1.4101 1.57105 -3.13635e-06 4.17748e-05
0.704368 -0.0944107 1.40741 1.57314 0.00404485 0.00670922 0.701414 -0.0545081 1.41017 1.57116 -0.000164476 -4.99392e-05
0.704366 -0.0910019 1.40731 1.57352 0.00424632 0.00675487 0.700401 -0.0505773 1.41004 1.57093 -6.08445e-05 0.0001525
0.704374 -0.0876249 1.4072 1.57355 0.00454866 0.0068968 0.701017 -0.0472241 1.41055 1.5708 -0.000271231 0.000158931
0.704355 -0.0841657 1.40709 1.57338 0.00491668 0.00706772 0.700934 -0.0443434 1.41023 1.57101 1.5339e-05 3.85682e-05
0.704268 -0.0806833 1.4069 1.57262 0.00556678 0.00764348 0.701094 -0.0412865 1.4103 1.57104 4.08913e-05 -0.000102186
0.704216 -0.0772306 1.40678 1.57274 0.00598166 0.00793251 0.701118 -0.0379612 1.41019 1.57103 -8.1195e-06 6.40626e-05
0.704125 -0.0738024 1.40665 1.5736 0.00620709 0.00781155 0.70118 -0.0350612 1.41025 1.57114 -0.000158063 -1.45499e-05
0.704079 -0.0704662 1.4066 1.57429 0.00629092 0.00762125 0.701087 -0.0316402 1.41014 1.57105 -9.13817e-05 5.99354e-05
0.704054 -0.0671144 1.40652 1.57438 0.00649458 0.0075886 0.701077 -0.0284774 1.41018 1.57102 -4.14839e-05 8.26801e-05
0.704035 -0.0637618 1.40648 1.5742 0.00667434 0.00754584 0.70106 -0.0252958 1.41019 1.57099 -6.03028e-05 0.000155851
0.703989 -0.0604181 1.40637 1.57374 0.00702632 0.00765133 0.700989 -0.0225817 1.41009 1.57119 0.000143411 0.000131244
0.703955 -0.057074 1.40624 1.57365 0.0073565 0.00787957 0.701093 -0.019492 1.41027 1.57106 1.98444e-05 -6.07673e-05
0.703908 -0.0536977 1.40613 1.57421 0.00762987 0.00806925 0.701052 -0.0162817 1.41021 1.57103 -7.37031e-06 6.35787e-05
0.703838 -0.0504791 1.40605 1.57482 0.00779067 0.00808516 0.701067 -0.0135204 1.41028 1.57111 -0.000113182 -1.65842e-05
0.703785 -0.0472661 1.40601 1.575 0.00795313 0.00804074 0.700964 -0.0103583 1.4102 1.57105 -6.40027e-05 1.70158e-05
0.703733 -0.0440807 1.40597 1.57468 0.00815089 0.00797225 0.700959 -0.00723313 1.41024 1.57096 -8.8744e-05 0.000163343
0.703681 -0.0409284 1.40593 1.57453 0.00835686 0.00794081 0.700868 -0.00471372 1.41013 1.57121 -1.52484e-05 0.000249191
0.703617 -0.0377349 1.40587 1.57447 0.00861363 0.00794894 0.701 -0.0016449 1.41034 1.57101 -5.43157e-05 7.62131e-05
0.703555 -0.0346014 1.40576 1.57461 0.0088688 0.00815517 0.700911 0.00136361 1.41025 1.57098 -6.04902e-05 0.000159998
0.703492 -0.0314599 1.40567 1.5751 0.00907436 0.00833122 0.700823 0.00386131 1.41018 1.57114 0.000161412 8.33124e-05
0.703445 -0.0284038 1.40565 1.57519 0.00918421 0.00840312 0.700819 0.00685882 1.41027 1.57101 -2.35942e-05 9.04732e-05
0.703376 -0.0253126 1.4056 1.57503 0.0093081 0.00835108 0.700821 0.00936196 1.41033 1.57113 -0.000163581 5.72189e-05
0.703297 -0.0223453 1.40549 1.5749 0.00955698 0.00837089 0.70078 0.0120284 1.41028 1.57122 -0.000280451 0.000118027
0.703233 -0.0193918 1.40541 1.57481 0.00982325 0.00841086 0.700805 0.0148457 1.41028 1.57104 8.82277e-05 0.000103616
0.703169 -0.0164104 1.40534 1.57509 0.0100522 0.00845192 0.70079 0.0175367 1.41027 1.57113 7.69274e-05 0.000154641
0.703111 -0.0135293 1.40524 1.57519 0.0102539 0.00856614 0.700776 0.020037 1.41034 1.57112 -0.000158109 8.54613e-05
0.703065 -0.0106385 1.40517 1.5751 0.0104469 0.00869642 0.700804 0.0229177 1.4104 1.57094 0.000196354 -0.000100563
0.703013 -0.00779379 1.40511 1.57493 0.0105376 0.00871967 0.700786 0.0254311 1.41034 1.57104 6.09181e-05 0.000102281
0.70295 -0.00498046 1.40505 1.5748 0.0106617 0.00869408 0.70069 0.0280086 1.41031 1.571 -1.64336e-05 8.79875e-05
0.702894 -0.00211513 1.40501 1.57482 0.0108632 0.00863434 0.700667 0.0303173 1.41036 1.57108 -8.10356e-05 3.49856e-05
0.70283 0.000686816 1.40494 1.57485 0.0111259 0.00864632 0.700608 0.0329689 1.41032 1.57101 -2.76558e-05 8.52396e-05
0.702753 0.0034844 1.40485 1.57489 0.0114125 0.00865171 0.700595 0.0351936 1.41037 1.5711 -9.69376e-05 7.37168e-05
0.702681 0.00623454 1.40478 1.57492 0.0116593 0.00865887 0.700592 0.0376687 1.4104 1.57107 -0.000136269 7.91884e-05
0.702614 0.00893076 1.40471 1.57481 0.0117867 0.00870317 0.700522 0.0398991 1.41035 1.57113 -8.78769e-05 2.40492e-06
0.702552 0.0115542 1.40468 1.57475 0.0118278 0.00867435 0.700497 0.0420507 1.41025 1.57119 -3.44778e-05 0.000237429
0.702492 0.0141788 1.40467 1.57476 0.0118398 0.00862408 0.700552 0.0447218 1.41044 1.57101 -6.74271e-05 0.000120295
0.702417 0.0167478 1.40461 1.57479 0.0119082 0.00862304 0.700485 0.0470837 1.41036 1.57098 -1.82985e-05 0.00013141
0.702349 0.0192648 1.40454 1.5748 0.0120549 0.00870308 0.700436 0.0490081 1.41027 1.57119 4.32384e-05 0.000258934
0.702283 0.0218728 1.40453 1.57463 0.0121833 0.00864852 0.700454 0.0514098 1.41045 1.57094 0.000115787 -3.31468e-05
0.702207 0.0243923 1.40448 1.57456 0.0124082 0.0086066 0.700444 0.0535124 1.41039 1.57105 6.55817e-05 0.000141255
0.70212 0.0268908 1.40441 1.57473 0.0126838 0.00857675 0.700416 0.0555899 1.41044 1.57101 1.00591e-06 1.12618e-05
0.702051 0.0293937 1.40439 1.57472 0.0129212 0.00847008 0.700401 0.0577186 1.41042 1.57102 0.00010771 2.4602e-05
0.701997 0.0318198 1.40439 1.57478 0.0130346 0.00839871 0.700387 0.0597134 1.41038 1.57108 7.18269e-05 0.000163539
0.701951 0.0342388 1.40436 1.57479 0.0131162 0.00841107 0.700365 0.0616572 1.41043 1.57105 -6.80367e-05 8.21294e-05
0.701898 0.0365763 1.40432 1.57467 0.0131855 0.00847373 0.700309 0.0634742 1.41041 1.57117 -0.000310768 3.17673e-05
0.701844 0.0388345 1.40424 1.57462 0.0132445 0.00859068 0.700313 0.065459 1.41037 1.57119 -2.79589e-05 0.000169991
0.701778 0.0411199 1.40417 1.57471 0.0133128 0.0086485 0.7003 0.0675793 1.41046 1.5709 0.00019669 -0.000113392
0.701716 0.0433361 1.40416 1.5748 0.0133303 0.00864505 0.700308 0.0694684 1.41044 1.57101 4.07284e-05 0.000125151
0.701663 0.0455256 1.40412 1.57466 0.0134977 0.00865138 0.700279 0.0712556 1.41046 1.57099 3.19284e-05 1.25534e-05
0.701612 0.0477237 1.40408 1.57447 0.0136843 0.00862135 0.700262 0.0731272 1.4104 1.57098 -6.82344e-06 0.000130054
0.701563 0.0498769 1.40402 1.57433 0.0139229 0.00865908 0.700246 0.0747358 1.41044 1.57103 -5.7311e-05 8.27084e-05
0.701503 0.0519978 1.40394 1.57433 0.0142039 0.00866946 0.700347 0.0769495 1.41051 1.57085 3.42232e-05 0.000532666
0.701444 0.0540622 1.40386 1.57431 0.0144003 0.00871229 0.700225 0.078265 1.41041 1.57097 5.70446e-06 0.000121184
0.701395 0.0561132 1.40381 1.57439 0.0145136 0.00878633 0.700209 0.0797374 1.41036 1.5711 4.95854e-05 0.000208999
0.701355 0.0581185 1.40377 1.57418 0.0145272 0.00882661 0.700199 0.0811282 1.41039 1.5712 -0.000197393 0.000237399
0.701307 0.0600269 1.40372 1.57416 0.014536 0.00881712 0.700166 0.0827232 1.41039 1.57111 2.78801e-06 3.40527e-05
0.701276 0.0618955 1.40367 1.5743 0.0145665 0.00889995 0.700168 0.0843066 1.41042 1.57109 -0.000109115 6.90107e-05
0.701246 0.0637406 1.40366 1.57432 0.0145311 0.00891172 0.700181 0.0858829 1.41031 1.57099 0.000169358 0.00028562
0.701217 0.0655393 1.40365 1.57407 0.0145357 0.00890702 0.70015 0.0872052 1.41039 1.57118 -0.000156805 0.000131909
0.70118 0.0673363 1.40365 1.57382 0.0144883 0.00886719 0.70018 0.0891961 1.41056 1.57098 0.000147797 8.2838e-05
0.701143 0.0690797 1.40365 1.57357 0.0144736 0.00883348 0.700223 0.090357 1.41062 1.57089 -0.000375326 0.000386941
0.701103 0.0708246 1.40364 1.57361 0.014503 0.00881659 0.700168 0.0918678 1.41057 1.57083 5.77483e-05 0.000142094
0.701065 0.0725878 1.40364 1.57349 0.0145855 0.00881616 0.700176 0.0930047 1.41056 1.57105 -0.000113873 0.000391354
0.701013 0.0742941 1.40363 1.57342 0.0146565 0.00879832 0.700106 0.0942776 1.41066 1.57071 0.000168439 -0.000243344
0.700948 0.0759914 1.40362 1.57342 0.0147669 0.00873109 0.700109 0.095524 1.41047 1.57097 2.79737e-05 0.000149501
0.700884 0.0776032 1.40362 1.57343 0.0148423 0.00864176 0.700139 0.0969124 1.4106 1.57086 -0.000221571 0.00023833
0.700825 0.0791778 1.40361 1.57334 0.0149077 0.00854175 0.700087 0.0977659 1.41045 1.57109 -2.17115e-05 0.00010869
0.70079 0.0806669 1.40359 1.57327 0.0148217 0.00857613 0.700144 0.0994643 1.41055 1.57081 -4.53182e-05 0.000351456
0.700774 0.0821174 1.40357 1.57305 0.0146727 0.00867871 0.700066 0.0997691 1.41067 1.5714 -0.000125241 -1.91123e-05
0.700752 0.0835538 1.40356 1.57302 0.0145249 0.00873908 0.700108 0.101391 1.41065 1.57082 -5.88437e-05 0.000206405
0.700741 0.0849592 1.4036 1.57288 0.0143708 0.00876901 0.700052 0.101714 1.41068 1.5714 2.96944e-05 7.88695e-05
0.70071 0.0863251 1.40361 1.57306 0.0143125 0.00877548 0.700037 0.102938 1.41046 1.5711 1.6827e-05 0.000114189
0.700673 0.0876918 1.40365 1.57288 0.0142429 0.00873213 0.700045 0.104444 1.41049 1.57083 0.000297407 3.72181e-05
0.700617 0.0889781 1.4037 1.57304 0.0141419 0.00857418 0.700003 0.104688 1.41066 1.57132 -0.000118078 -0.000159054
0.700556 0.0902494 1.40375 1.57283 0.0139806 0.00831282 0.70011 0.106134 1.41063 1.57049 -0.000290088 0.00036453
0.700511 0.091538 1.40385 1.57268 0.0138672 0.00806842 0.699997 0.106637 1.41066 1.57154 2.09768e-05 8.56617e-05
0.700489 0.0927295 1.40393 1.57271 0.0137398 0.0079566 0.699997 0.106637 1.41066 1.57154 2.09768e-05 8.56617e-05
0.700473 0.0939393 1.40403 1.5726 0.0135776 0.00783992 0.700017 0.108681 1.41053 1.57093 -7.12218e-05 9.15344e-05
0.700458 0.0950479 1.40408 1.57299 0.0135452 0.00782072 0.700017 0.108681 1.41053 1.57093 -7.12218e-05 9.15344e-05
0.700434 0.0960747 1.4041 1.57299 0.0134691 0.00775805 0.700034 0.110131 1.41062 1.57092 -0.000197609 0.000233082
0.700419 0.0971321 1.40415 1.57233 0.0132962 0.00764323 0.700034 0.110131 1.41062 1.57092 -0.000197609 0.000233082
0.700409 0.0981284 1.40418 1.57195 0.0132246 0.00760668 0.699995 0.111027 1.41045 1.57113 2.35784e-05 8.42864e-05
0.700395 0.099144 1.40425 1.57191 0.0131301 0.00753692 0.700035 0.112104 1.41044 1.57125 0.00010047 0.000486353
0.700364 0.100076 1.40429 1.57216 0.0130732 0.00743631 0.699995 0.11211 1.41066 1.57116 -0.000317067 -4.13836e-05
0.700331 0.10101 1.40433 1.57217 0.0129968 0.00731146 0.699991 0.113424 1.41063 1.57096 1.20901e-05 -1.95316e-05
0.700323 0.101939 1.4044 1.572 0.0128745 0.00725912 0.699991 0.113424 1.41063 1.57096 1.20901e-05 -1.95316e-05
0.700313 0.102818 1.40452 1.57182 0.012668 0.007107 0.699991 0.113424 1.41063 1.57096 1.20901e-05 -1.95316e-05
0.700309 0.103675 1.40465 1.57147 0.0124428 0.00691241 0.700036 0.114341 1.41056 1.57109 -0.000115064 0.000550032
0.700303 0.104446 1.40479 1.57168 0.0121785 0.00667429 0.699994 0.115139 1.41048 1.571 1.61738e-05 0.00015092
0.700299 0.105143 1.4049 1.57191 0.0119405 0.00656256 0.699994 0.115139 1.41048 1.571 1.61738e-05 0.00015092
0.7003 0.105855 1.40499 1.57163 0.011679 0.00646903 0.699994 0.115139 1.41048 1.571 1.61738e-05 0.00015092
0.700289 0.106562 1.40507 1.57126 0.0114085 0.00632408 0.699987 0.116715 1.41054 1.57076 0.000195803 1.91347e-05
0.700289 0.107185 1.40509 1.57124 0.0112992 0.00633457 0.699987 0.116715 1.41054 1.57076 0.000195803 1.91347e-05
0.70028 0.107827 1.40514 1.57122 0.011182 0.00630737 0.699987 0.116715 1.41054 1.57076 0.000195803 1.91347e-05
0.700283 0.1085 1.40521 1.57081 0.0110564 0.00626134 0.699939 0.117003 1.41064 1.57134 -3.6259e-05 -8.08128e-05
0.700274 0.10913 1.4053 1.57087 0.0108955 0.00617065 0.699939 0.117003 1.41064 1.57134 -3.6259e-05 -8.08128e-05
0.700266 0.109701 1.4054 1.57113 0.0106989 0.00606193 0.699939 0.117003 1.41064 1.57134 -3.6259e-05 -8.08128e-05
0.700251 0.11024 1.40553 1.57135 0.0104434 0.00591754 0.699939 0.117003 1.41064 1.57134 -3.6259e-05 -8.08128e-05
0.700232 0.110722 1.40566 1.57143 0.0102012 0.00573199 0.699988 0.118413 1.41046 1.57097 7.67538e-06 0.00014016
0.700227 0.111142 1.40577 1.57137 0.00998923 0.00558037 0.699988 0.118413 1.41046 1.57097 7.67538e-06 0.00014016
0.700215 0.111567 1.40589 1.57097 0.00972098 0.00538347 0.699988 0.118413 1.41046 1.57097 7.67538e-06 0.00014016
0.700221 0.112026 1.40602 1.57033 0.00940379 0.00516481 0.699988 0.118413 1.41046 1.57097 7.67538e-06 0.00014016
0.700233 0.112463 1.40609 1.57042 0.00924956 0.00510554 0.699988 0.118413 1.41046 1.57097 7.67538e-06 0.00014016
0.700239 0.112864 1.40616 1.57073 0.00908803 0.00505376 0.699988 0.118413 1.41046 1.57097 7.67538e-06 0.00014016
0.700234 0.113231 1.40624 1.57081 0.00893597 0.00497718 0.699988 0.118413 1.41046 1.57097 7.67538e-06 0.00014016
0.700225 0.11356 1.40635 1.57078 0.00869337 0.00484808 0.699988 0.118413 1.41046 1.57097 7.67538e-06 0.00014016
0.700218 0.113852 1.40646 1.57066 0.00846348 0.00472422 0.700032 0.120054 1.41054 1.57077 -4.42036e-05 0.000466126
0.700206 0.114126 1.40656 1.57047 0.00825665 0.00458481 0.700032 0.120054 1.41054 1.57077 -4.42036e-05 0.000466126
0.700195 0.114436 1.4067 1.57016 0.00800074 0.00441005 0.700032 0.120054 1.41054 1.57077 -4.42036e-05 0.000466126
0.700202 0.114832 1.40685 1.56972 0.00771374 0.00425385 0.700032 0.120054 1.41054 1.57077 -4.42036e-05 0.000466126
0.700202 0.115226 1.40698 1.56991 0.00751918 0.00411987 0.700032 0.120054 1.41054 1.57077 -4.42036e-05 0.000466126
0.700199 0.115569 1.4071 1.57024 0.0073164 0.00397921 0.700032 0.120054 1.41054 1.57077 -4.42036e-05 0.000466126
0.700186 0.115902 1.40722 1.57047 0.00715372 0.00381548 0.700032 0.120054 1.41054 1.57077 -4.42036e-05 0.000466126
0.70018 0.116191 1.40733 1.57051 0.00697109 0.00368396 0.700032 0.120054 1.41054 1.57077 -4.42036e-05 0.000466126
0.700172 0.116442 1.40741 1.5704 0.00681233 0.00359082 0.700032 0.120054 1.41054 1.57077 -4.42036e-05 0.000466126
0.700175 0.116653 1.40748 1.57022 0.00666075 0.0035455 0.700032 0.120054 1.41054 1.57077 -4.42036e-05 0.000466126
0.700173 0.116846 1.40755 1.57019 0.00650782 0.00348329 0.700032 0.120054 1.41054 1.57077 -4.42036e-05 0.000466126
0.700185 0.117014 1.40759 1.57023 0.00637979 0.00349845 0.700032 0.120054 1.41054 1.57077 -4.42036e-05 0.000466126
0.700194 0.117177 1.40765 1.57021 0.00625249 0.00347819 0.700032 0.120054 1.41054 1.57077 -4.42036e-05 0.000466126
